radius, weight, alpha
0.0981642, 0.0236767, 282.843
0.0989367, 0.0236767, 282.843
0.113858, 0.0234709, 282.843
0.0415003, 0.0234709, 282.843
0.0994501, 0.0334878, 282.843
0.103094, 0.0334878, 282.843
0.104989, 0.0383331, 282.843
0.111834, 0.0383331, 282.843
0.0955128, 0.026549, 282.843
0.0675725, 0.026549, 282.843
0.111253, 0.0346304, 282.843
0.057064, 0.0346304, 282.843
0.11002, 0.0310977, 282.843
0.0997572, 0.0310977, 282.843
0.102785, 0.0308572, 282.843
0.09995, 0.0308572, 282.843
0.0897644, 0.0241566, 282.843
0.0729351, 0.0241566, 282.843
0.110634, 0.0276663, 282.843
0.0748102, 0.0276663, 282.843
0.0992016, 0.0271475, 282.843
0.0967543, 0.0271475, 282.843
0.0823187, 0.0313017, 282.843
0.104949, 0.0313017, 282.843
0.113107, 0.0317466, 282.843
0.057618, 0.0317466, 282.843
0.10254, 0.0217761, 282.843
0.102197, 0.0217761, 282.843
0.100848, 0.0324727, 282.843
0.090759, 0.0324727, 282.843
0.0335784, 0.0309377, 282.843
0.113419, 0.0309377, 282.843
0.0884161, 0.0315008, 282.843
0.0980321, 0.0315008, 282.843
0.0678271, 0.0241091, 282.843
0.112334, 0.0241091, 282.843
0.103012, 0.0212397, 282.843
0.100895, 0.0212397, 282.843
0.064288, 0.025227, 282.843
0.106322, 0.025227, 282.843
0.0423029, 0.0310443, 282.843
0.123467, 0.0310443, 282.843
0.0810366, 0.0307623, 282.843
0.100837, 0.0307623, 282.843
0.0401193, 0.0296658, 282.843
0.0947619, 0.0296658, 282.843
0.0541757, 0.0295923, 282.843
0.117247, 0.0295923, 282.843
0.114777, 0.029443, 282.843
0.0981596, 0.029443, 282.843
0.0853626, 0.0226877, 282.843
0.104545, 0.0226877, 282.843
0.0422101, 0.0263861, 282.843
0.115824, 0.0263861, 282.843
0.0986992, 0.0269529, 282.843
0.100727, 0.0269529, 282.843
0.0847188, 0.0360357, 282.843
0.0936771, 0.0360357, 282.843
0.102307, 0.024832, 282.843
0.105744, 0.024832, 282.843
0.101068, 0.0269681, 282.843
0.0978452, 0.0269681, 282.843
0.0990705, 0.0268445, 282.843
0.103209, 0.0268445, 282.843
0.0684131, 0.0238463, 282.843
0.0982138, 0.0238463, 282.843
0.0987548, 0.0241096, 282.843
0.10027, 0.0241096, 282.843
0.0930163, 0.0290591, 282.843
0.0985271, 0.0290591, 282.843
0.107418, 0.036926, 282.843
0.102079, 0.036926, 282.843
0.103446, 0.0356148, 282.843
0.105987, 0.0356148, 282.843
0.100192, 0.0293738, 282.843
0.095345, 0.0293738, 282.843
0.0607101, 0.0348023, 282.843
0.101979, 0.0348023, 282.843
0.0970666, 0.0268689, 282.843
0.0717625, 0.0268689, 282.843
0.0645637, 0.0337504, 282.843
0.0941894, 0.0337504, 282.843
0.0943663, 0.0284496, 282.843
0.0925777, 0.0284496, 282.843
0.0751096, 0.021499, 282.843
0.102704, 0.021499, 282.843
0.0664271, 0.0259984, 282.843
0.0982675, 0.0259984, 282.843
0.0941361, 0.0295969, 282.843
0.0964719, 0.0295969, 282.843
0.0968491, 0.0312999, 282.843
0.0940532, 0.0312999, 282.843
0.0502576, 0.021729, 282.843
0.100836, 0.021729, 282.843
0.100934, 0.0321416, 282.843
0.068757, 0.0321416, 282.843
0.0519925, 0.0288356, 282.843
0.119406, 0.0288356, 282.843
0.0997126, 0.0282218, 282.843
0.101465, 0.0282218, 282.843
0.101635, 0.0327464, 282.843
0.0971296, 0.0327464, 282.843
0.100348, 0.0285328, 282.843
0.0516601, 0.0285328, 282.843
0.0980528, 0.0375908, 282.843
0.0962467, 0.0375908, 282.843
0.096832, 0.0293695, 282.843
0.0997324, 0.0293695, 282.843
0.125871, 0.0355364, 282.843
0.0396715, 0.0355364, 282.843
0.110553, 0.0297003, 282.843
0.109989, 0.0297003, 282.843
0.113406, 0.0315742, 282.843
0.0539435, 0.0315742, 282.843
0.0945636, 0.0275839, 282.843
0.099401, 0.0275839, 282.843
0.0941606, 0.0299415, 282.843
0.0873422, 0.0299415, 282.843
0.0984932, 0.0292419, 282.843
0.0835642, 0.0292419, 282.843
0.0973474, 0.0334151, 282.843
0.105715, 0.0334151, 282.843
0.100478, 0.0316229, 282.843
0.0992853, 0.0316229, 282.843
0.0980887, 0.0350399, 282.843
0.0907215, 0.0350399, 282.843
0.0841219, 0.0340237, 282.843
0.0879478, 0.0340237, 282.843
0.0719139, 0.0271271, 282.843
0.0914043, 0.0271271, 282.843
0.119625, 0.0317005, 282.843
0.103145, 0.0317005, 282.843
0.0602987, 0.0345063, 282.843
0.0906758, 0.0345063, 282.843
0.0711873, 0.0282602, 282.843
0.105051, 0.0282602, 282.843
0.106711, 0.0298422, 282.843
0.0964888, 0.0298422, 282.843
0.103105, 0.0267085, 282.843
0.0966897, 0.0267085, 282.843
0.0655514, 0.0280736, 282.843
0.0995148, 0.0280736, 282.843
0.0957942, 0.0275014, 282.843
0.100223, 0.0275014, 282.843
0.0975385, 0.0279559, 282.843
0.094133, 0.0279559, 282.843
0.0640084, 0.0309247, 282.843
0.0963738, 0.0309247, 282.843
0.115937, 0.0292275, 282.843
0.127464, 0.0292275, 282.843
0.0637749, 0.0211788, 282.843
0.0875524, 0.0211788, 282.843
0.0899874, 0.0237536, 282.843
0.091254, 0.0237536, 282.843
0.106114, 0.0292067, 282.843
0.115892, 0.0292067, 282.843
0.111724, 0.0263407, 282.843
0.129006, 0.0263407, 282.843
0.104043, 0.0352428, 282.843
0.105436, 0.0352428, 282.843
0.12154, 0.0272506, 282.843
0.0400394, 0.0272506, 282.843
0.0990921, 0.0327233, 282.843
0.0914608, 0.0327233, 282.843
0.0954258, 0.0322434, 282.843
0.0975667, 0.0322434, 282.843
0.0993441, 0.0308507, 282.843
0.0924296, 0.0308507, 282.843
0.100191, 0.0298682, 282.843
0.102769, 0.0298682, 282.843
0.101089, 0.0265657, 282.843
