radius, weight, alpha
0.0989871, 0.0236612, 282.843
0.09891, 0.0236612, 282.843
0.11544, 0.0239077, 282.843
0.0435289, 0.0239077, 282.843
0.100571, 0.0334937, 282.843
0.102616, 0.0334937, 282.843
0.104979, 0.0384704, 282.843
0.110342, 0.0384704, 282.843
0.0938117, 0.0257311, 282.843
0.0690488, 0.0257311, 282.843
0.102289, 0.0362229, 282.843
0.0660664, 0.0362229, 282.843
0.103356, 0.0310018, 282.843
0.0995466, 0.0310018, 282.843
0.103383, 0.0308261, 282.843
0.0996774, 0.0308261, 282.843
0.0895275, 0.0251958, 282.843
0.0769895, 0.0251958, 282.843
0.116161, 0.0262908, 282.843
0.110771, 0.0262908, 282.843
0.101412, 0.0266061, 282.843
0.11166, 0.0266061, 282.843
0.0840398, 0.0215428, 282.843
0.104764, 0.0215428, 282.843
0.116388, 0.0313323, 282.843
0.0457338, 0.0313323, 282.843
0.100883, 0.0217523, 282.843
0.102143, 0.0217523, 282.843
0.101195, 0.0326674, 282.843
0.0923381, 0.0326674, 282.843
0.0339358, 0.0310851, 282.843
0.113676, 0.0310851, 282.843
0.0885804, 0.0310095, 282.843
0.0987563, 0.0310095, 282.843
0.0456411, 0.0237981, 282.843
0.118556, 0.0237981, 282.843
0.0653091, 0.0215338, 282.843
0.0961583, 0.0215338, 282.843
0.0595443, 0.0252349, 282.843
0.101626, 0.0252349, 282.843
0.0429332, 0.0303572, 282.843
0.121545, 0.0303572, 282.843
0.087102, 0.0324222, 282.843
0.100452, 0.0324222, 282.843
0.0439479, 0.0318949, 282.843
0.100296, 0.0318949, 282.843
0.0511438, 0.0306768, 282.843
0.119567, 0.0306768, 282.843
0.109677, 0.0298929, 282.843
0.0972505, 0.0298929, 282.843
0.0872471, 0.0218165, 282.843
0.107849, 0.0218165, 282.843
0.0424915, 0.0250008, 282.843
0.11379, 0.0250008, 282.843
0.0969943, 0.0268751, 282.843
0.0997112, 0.0268751, 282.843
0.0864541, 0.0364342, 282.843
0.0973797, 0.0364342, 282.843
0.1033, 0.0247765, 282.843
0.105666, 0.0247765, 282.843
0.10148, 0.0269741, 282.843
0.0988371, 0.0269741, 282.843
0.102404, 0.0251279, 282.843
0.0974002, 0.0251279, 282.843
0.0695018, 0.0243747, 282.843
0.0970693, 0.0243747, 282.843
0.0985327, 0.0241044, 282.843
0.100878, 0.0241044, 282.843
0.0869394, 0.0283825, 282.843
0.100311, 0.0283825, 282.843
0.107736, 0.0369032, 282.843
0.104088, 0.0369032, 282.843
0.104192, 0.0354443, 282.843
0.105926, 0.0354443, 282.843
0.101313, 0.0294363, 282.843
0.0981448, 0.0294363, 282.843
0.0608841, 0.0348876, 282.843
0.102938, 0.0348876, 282.843
0.098447, 0.0270665, 282.843
0.0692101, 0.0270665, 282.843
0.0656666, 0.0322535, 282.843
