radius, weight, alpha
0.0982353, 0.0236711, 282.843
0.0991667, 0.0236711, 282.843
0.11401, 0.0234367, 282.843
0.0415408, 0.0234367, 282.843
0.0994234, 0.033496, 282.843
0.10289, 0.033496, 282.843
0.105073, 0.0382987, 282.843
0.111582, 0.0382987, 282.843
0.0948814, 0.0266495, 282.843
0.0669578, 0.0266495, 282.843
0.110582, 0.03512, 282.843
0.0608059, 0.03512, 282.843
0.10964, 0.0311244, 282.843
0.0996473, 0.0311244, 282.843
0.102909, 0.0308483, 282.843
0.0999685, 0.0308483, 282.843
0.0895865, 0.0242651, 282.843
0.0732828, 0.0242651, 282.843
0.111424, 0.0274109, 282.843
0.080401, 0.0274109, 282.843
0.099505, 0.0270785, 282.843
0.0976047, 0.0270785, 282.843
0.080963, 0.031346, 282.843
0.104315, 0.031346, 282.843
0.113585, 0.0315814, 282.843
0.0554789, 0.0315814, 282.843
0.102536, 0.021774, 282.843
0.102264, 0.021774, 282.843
0.100767, 0.0325009, 282.843
0.0907359, 0.0325009, 282.843
0.0336656, 0.0309299, 282.843
0.113379, 0.0309299, 282.843
0.0883782, 0.0314401, 282.843
0.0981618, 0.0314401, 282.843
0.067795, 0.0239933, 282.843
0.112694, 0.0239933, 282.843
0.0972484, 0.0213211, 282.843
0.0997192, 0.0213211, 282.843
0.0634347, 0.025019, 282.843
0.105895, 0.025019, 282.843
0.0424067, 0.031038, 282.843
0.123194, 0.031038, 282.843
0.0818714, 0.0309121, 282.843
0.100798, 0.0309121, 282.843
0.0401252, 0.0297228, 282.843
0.0947093, 0.0297228, 282.843
0.0540808, 0.0296716, 282.843
0.117394, 0.0296716, 282.843
0.114797, 0.029541, 282.843
0.0981157, 0.029541, 282.843
0.0859874, 0.022597, 282.843
0.104978, 0.022597, 282.843
0.0422099, 0.026293, 282.843
0.11567, 0.026293, 282.843
0.098498, 0.0269468, 282.843
0.100701, 0.0269468, 282.843
0.0849655, 0.0360608, 282.843
0.0940832, 0.0360608, 282.843
0.102429, 0.0248252, 282.843
0.105794, 0.0248252, 282.843
0.101175, 0.0269682, 282.843
0.0980097, 0.0269682, 282.843
0.0995322, 0.0265823, 282.843
0.10166, 0.0265823, 282.843
0.0684477, 0.0237748, 282.843
0.0981422, 0.0237748, 282.843
0.0987306, 0.0241124, 282.843
0.100324, 0.0241124, 282.843
0.0926011, 0.0290552, 282.843
0.0985613, 0.0290552, 282.843
0.107487, 0.0369226, 282.843
0.102428, 0.0369226, 282.843
0.103623, 0.0356022, 282.843
0.106325, 0.0356022, 282.843
0.10014, 0.0293847, 282.843
0.095235, 0.0293847, 282.843
0.0607928, 0.0347749, 282.843
0.102198, 0.0347749, 282.843
0.0974699, 0.0266791, 282.843
0.0719709, 0.0266791, 282.843
0.0644831, 0.0335094, 282.843
0.0943717, 0.0335094, 282.843
0.0943901, 0.0284365, 282.843
0.0926254, 0.0284365, 282.843
0.0740144, 0.02168, 282.843
0.101743, 0.02168, 282.843
0.0660082, 0.0258655, 282.843
0.0985746, 0.0258655, 282.843
0.0942207, 0.029594, 282.843
0.096543, 0.029594, 282.843
0.0959848, 0.0314497, 282.843
0.0936348, 0.0314497, 282.843
0.0503274, 0.0217154, 282.843
0.0998612, 0.0217154, 282.843
0.101083, 0.0322739, 282.843
0.0699931, 0.0322739, 282.843
0.052644, 0.029037, 282.843
0.119196, 0.029037, 282.843
0.100262, 0.028178, 282.843
0.102982, 0.028178, 282.843
0.101818, 0.0327292, 282.843
0.0972217, 0.0327292, 282.843
0.100749, 0.0286563, 282.843
0.0520733, 0.0286563, 282.843
0.0980001, 0.0375972, 282.843
0.0961907, 0.0375972, 282.843
0.0971139, 0.0293559, 282.843
0.099972, 0.0293559, 282.843
0.124987, 0.0361428, 282.843
0.0402827, 0.0361428, 282.843
0.110343, 0.0296561, 282.843
0.110009, 0.0296561, 282.843
0.114317, 0.0310839, 282.843
0.0534955, 0.0310839, 282.843
0.0946623, 0.0275413, 282.843
0.0998562, 0.0275413, 282.843
0.0942829, 0.0299417, 282.843
0.0874362, 0.0299417, 282.843
0.0981506, 0.0294131, 282.843
0.0835816, 0.0294131, 282.843
0.0974333, 0.0333615, 282.843
0.105931, 0.0333615, 282.843
0.10066, 0.0316147, 282.843
0.0995798, 0.0316147, 282.843
0.0980446, 0.035063, 282.843
0.0906523, 0.035063, 282.843
0.0840491, 0.033982, 282.843
0.0879423, 0.033982, 282.843
0.0719058, 0.027122, 282.843
0.0913831, 0.027122, 282.843
0.119995, 0.0317686, 282.843
0.102118, 0.0317686, 282.843
0.0603222, 0.0345791, 282.843
0.0906056, 0.0345791, 282.843
0.0711503, 0.0282917, 282.843
0.105329, 0.0282917, 282.843
0.106819, 0.0298144, 282.843
0.0965917, 0.0298144, 282.843
0.103058, 0.0267102, 282.843
0.0966878, 0.0267102, 282.843
0.0656972, 0.0281053, 282.843
0.0993977, 0.0281053, 282.843
0.0958314, 0.0274772, 282.843
0.100295, 0.0274772, 282.843
0.0976232, 0.0279663, 282.843
0.0941631, 0.0279663, 282.843
0.0638679, 0.0309123, 282.843
0.0963604, 0.0309123, 282.843
0.116332, 0.0291931, 282.843
0.127353, 0.0291931, 282.843
0.0638117, 0.0211778, 282.843
0.0875207, 0.0211778, 282.843
0.0900831, 0.0237781, 282.843
0.091278, 0.0237781, 282.843
0.106206, 0.0291997, 282.843
0.115415, 0.0291997, 282.843
0.111782, 0.0263506, 282.843
0.128495, 0.0263506, 282.843
0.104121, 0.0352254, 282.843
0.105682, 0.0352254, 282.843
0.12234, 0.0274971, 282.843
0.0393362, 0.0274971, 282.843
0.0992188, 0.0327485, 282.843
0.0915195, 0.0327485, 282.843
0.0955245, 0.0322413, 282.843
0.0977293, 0.0322413, 282.843
0.099562, 0.0308489, 282.843
0.0924287, 0.0308489, 282.843
0.0998514, 0.0298729, 282.843
0.101792, 0.0298729, 282.843
0.101091, 0.0266025, 282.843
0.106463, 0.0266025, 282.843
0.102907, 0.0315339, 282.843
0.0998141, 0.0315339, 282.843
0.120016, 0.030019, 282.843
0.0526837, 0.030019, 282.843
0.101769, 0.025627, 282.843
0.0989423, 0.025627, 282.843
0.0798007, 0.0343584, 282.843
0.0796037, 0.0343584, 282.843
0.0993862, 0.0324133, 282.843
0.102998, 0.0324133, 282.843
0.100663, 0.0280757, 282.843
0.0955876, 0.0280757, 282.843
0.111609, 0.0331668, 282.843
0.105214, 0.0331668, 282.843
0.11306, 0.0277465, 282.843
0.0488158, 0.0277465, 282.843
0.123965, 0.0265216, 282.843
0.103584, 0.0265216, 282.843
0.110975, 0.0298091, 282.843
0.12758, 0.0298091, 282.843
0.0956993, 0.0300824, 282.843
0.0932948, 0.0300824, 282.843
0.089645, 0.028602, 282.843
0.0795624, 0.028602, 282.843
0.0991587, 0.0296952, 282.843
0.0646216, 0.0296952, 282.843
0.101298, 0.0240819, 282.843
0.102035, 0.0240819, 282.843
0.0989878, 0.0327853, 282.843
0.0903528, 0.0327853, 282.843
0.0384055, 0.0244442, 282.843
0.114191, 0.0244442, 282.843
0.0810924, 0.0261376, 282.843
0.0815496, 0.0261376, 282.843
0.0815144, 0.0293605, 282.843
0.0973564, 0.0293605, 282.843
0.0760161, 0.0268602, 282.843
0.0895915, 0.0268602, 282.843
0.0591553, 0.0294394, 282.843
0.0918568, 0.0294394, 282.843
0.106317, 0.0351416, 282.843
0.101956, 0.0351416, 282.843
0.10031, 0.025814, 282.843
0.10139, 0.025814, 282.843
0.105881, 0.0242626, 282.843
0.0983393, 0.0242626, 282.843
0.101659, 0.0263878, 282.843
0.0997593, 0.0263878, 282.843
0.10437, 0.0345057, 282.843
0.0949806, 0.0345057, 282.843
0.113314, 0.0356085, 282.843
0.102215, 0.0356085, 282.843
0.0739314, 0.0291376, 282.843
0.113344, 0.0291376, 282.843
0.0989857, 0.0218863, 282.843
0.102548, 0.0218863, 282.843
0.101708, 0.0268633, 282.843
0.0962925, 0.0268633, 282.843
0.106791, 0.0254398, 282.843
0.0977379, 0.0254398, 282.843
0.0548701, 0.0242798, 282.843
0.0988251, 0.0242798, 282.843
0.0973914, 0.0231311, 282.843
0.095918, 0.0231311, 282.843
0.0776021, 0.0345699, 282.843
0.0959359, 0.0345699, 282.843
0.119967, 0.0298974, 282.843
0.114699, 0.0298974, 282.843
0.0704943, 0.0254811, 282.843
0.0879083, 0.0254811, 282.843
0.105793, 0.0288139, 282.843
0.119312, 0.0288139, 282.843
0.104829, 0.0321636, 282.843
0.102922, 0.0321636, 282.843
0.108284, 0.0284517, 282.843
0.035415, 0.0284517, 282.843
0.0975701, 0.0232002, 282.843
0.0673339, 0.0232002, 282.843
0.0596488, 0.0299625, 282.843
0.10547, 0.0299625, 282.843
0.0987597, 0.0255894, 282.843
0.0972149, 0.0255894, 282.843
0.108255, 0.0241506, 282.843
0.102034, 0.0241506, 282.843
0.0948295, 0.0344481, 282.843
0.0976469, 0.0344481, 282.843
0.109327, 0.0381084, 282.843
0.0942047, 0.0381084, 282.843
0.0696896, 0.0241487, 282.843
0.0962146, 0.0241487, 282.843
0.0923844, 0.0312117, 282.843
0.096943, 0.0312117, 282.843
0.105092, 0.0310256, 282.843
0.0979855, 0.0310256, 282.843
