radius, weight, alpha
0.0933452, 0.0239267, 282.843
0.0906662, 0.0239267, 282.843
0.110841, 0.0279806, 282.843
0.0535664, 0.0279806, 282.843
0.1151, 0.0332504, 282.843
0.117015, 0.0332504, 282.843
0.10087, 0.0383198, 282.843
0.107962, 0.0383198, 282.843
0.116777, 0.0291445, 282.843
0.0534217, 0.0291445, 282.843
0.124644, 0.0239381, 282.843
0.0383755, 0.0239381, 282.843
0.102578, 0.0320305, 282.843
0.106833, 0.0320305, 282.843
0.0974155, 0.0310138, 282.843
0.0954698, 0.0310138, 282.843
0.0853017, 0.0240417, 282.843
0.0657296, 0.0240417, 282.843
0.0813627, 0.0324322, 282.843
0.0747788, 0.0324322, 282.843
0.119159, 0.0260363, 282.843
0.0568167, 0.0260363, 282.843
0.0894069, 0.0296067, 282.843
0.0792509, 0.0296067, 282.843
0.104454, 0.0270432, 282.843
0.050634, 0.0270432, 282.843
0.097921, 0.0328193, 282.843
0.0743971, 0.0328193, 282.843
0.0921423, 0.0232963, 282.843
0.0517365, 0.0232963, 282.843
0.0945549, 0.03283, 282.843
0.0886857, 0.03283, 282.843
0.031638, 0.0301014, 282.843
0.11547, 0.0301014, 282.843
0.0856534, 0.0327759, 282.843
0.0999648, 0.0327759, 282.843
0.0657214, 0.0317723, 282.843
0.0926072, 0.0317723, 282.843
0.0969258, 0.0228004, 282.843
0.0941375, 0.0228004, 282.843
0.0330783, 0.0273334, 282.843
0.108676, 0.0273334, 282.843
0.0425577, 0.0304331, 282.843
0.120503, 0.0304331, 282.843
0.0693221, 0.0269121, 282.843
0.103793, 0.0269121, 282.843
0.0491852, 0.0238024, 282.843
0.0912407, 0.0238024, 282.843
0.048346, 0.0279151, 282.843
0.116501, 0.0279151, 282.843
0.0632073, 0.0344758, 282.843
0.0900428, 0.0344758, 282.843
0.0768853, 0.0239875, 282.843
0.0978238, 0.0239875, 282.843
0.0457275, 0.0267188, 282.843
0.116258, 0.0267188, 282.843
0.105265, 0.0271098, 282.843
0.10784, 0.0271098, 282.843
0.0767961, 0.0342977, 282.843
0.0841479, 0.0342977, 282.843
0.094338, 0.0252106, 282.843
0.0946678, 0.0252106, 282.843
0.0905714, 0.027168, 282.843
0.089972, 0.027168, 282.843
0.101451, 0.0286737, 282.843
0.115429, 0.0286737, 282.843
0.0656308, 0.0266629, 282.843
0.0899953, 0.0266629, 282.843
0.0991233, 0.0239733, 282.843
0.0983811, 0.0239733, 282.843
0.0797216, 0.0347145, 282.843
0.104982, 0.0347145, 282.843
0.0961127, 0.037597, 282.843
0.091344, 0.037597, 282.843
0.0822093, 0.0234865, 282.843
0.0619886, 0.0234865, 282.843
0.0978924, 0.0362456, 282.843
0.095643, 0.0362456, 282.843
0.0973316, 0.0301791, 282.843
0.0927163, 0.0301791, 282.843
0.0674994, 0.0257523, 282.843
0.0855268, 0.0257523, 282.843
0.0554579, 0.0352368, 282.843
0.0968003, 0.0352368, 282.843
0.0808206, 0.0247074, 282.843
0.0729745, 0.0247074, 282.843
0.060538, 0.0342678, 282.843
0.102259, 0.0342678, 282.843
0.0908687, 0.0285413, 282.843
0.0882329, 0.0285413, 282.843
0.0904807, 0.0249915, 282.843
0.116094, 0.0249915, 282.843
0.067808, 0.0278636, 282.843
0.0877538, 0.0278636, 282.843
0.0830567, 0.0299092, 282.843
0.0896081, 0.0299092, 282.843
0.0951339, 0.0369939, 282.843
0.101272, 0.0369939, 282.843
0.0640548, 0.0256586, 282.843
0.093636, 0.0256586, 282.843
0.100277, 0.0321818, 282.843
0.0770849, 0.0321818, 282.843
0.0365367, 0.025551, 282.843
0.121244, 0.025551, 282.843
0.0997785, 0.0288993, 282.843
0.111024, 0.0288993, 282.843
0.0951798, 0.0331872, 282.843
0.102126, 0.0331872, 282.843
0.0990394, 0.0262866, 282.843
0.0465019, 0.0262866, 282.843
0.0967238, 0.0374179, 282.843
0.0969874, 0.0374179, 282.843
0.10055, 0.0262002, 282.843
0.114861, 0.0262002, 282.843
0.0900366, 0.0300609, 282.843
0.0917674, 0.0300609, 282.843
0.132372, 0.0301299, 282.843
