radius, weight, alpha
0.098307, 0.0236662, 282.843
0.0993486, 0.0236662, 282.843
0.114097, 0.0234144, 282.843
0.0415958, 0.0234144, 282.843
0.0994719, 0.0335022, 282.843
0.102729, 0.0335022, 282.843
0.105126, 0.0382669, 282.843
0.111266, 0.0382669, 282.843
0.0944069, 0.0267193, 282.843
0.0664994, 0.0267193, 282.843
0.109855, 0.0355717, 282.843
0.0640213, 0.0355717, 282.843
0.109278, 0.0311434, 282.843
0.0995267, 0.0311434, 282.843
0.103006, 0.0308408, 282.843
0.0999875, 0.0308408, 282.843
0.0893963, 0.024363, 282.843
0.0735698, 0.024363, 282.843
0.112696, 0.0271233, 282.843
0.0881751, 0.0271233, 282.843
0.0997544, 0.0270116, 282.843
0.0988021, 0.0270116, 282.843
0.0800747, 0.031371, 282.843
0.104128, 0.031371, 282.843
0.11414, 0.0314008, 282.843
0.0530391, 0.0314008, 282.843
0.102489, 0.0217721, 282.843
0.102319, 0.0217721, 282.843
0.1007, 0.0325295, 282.843
0.0907253, 0.0325295, 282.843
0.0337477, 0.0309286, 282.843
0.113368, 0.0309286, 282.843
0.0883398, 0.0313819, 282.843
0.0982871, 0.0313819, 282.843
0.0671147, 0.0238712, 282.843
0.113076, 0.0238712, 282.843
0.0927076, 0.0213818, 282.843
0.0988777, 0.0213818, 282.843
0.0622905, 0.0248769, 282.843
0.105397, 0.0248769, 282.843
0.0424849, 0.0310116, 282.843
0.122947, 0.0310116, 282.843
0.082686, 0.0310601, 282.843
0.100762, 0.0310601, 282.843
0.0401397, 0.0297795, 282.843
0.0946735, 0.0297795, 282.843
0.0539361, 0.0297551, 282.843
0.11756, 0.0297551, 282.843
0.114058, 0.0296038, 282.843
0.0981468, 0.0296038, 282.843
0.0865223, 0.0224972, 282.843
0.10542, 0.0224972, 282.843
0.0422129, 0.0261901, 282.843
0.115504, 0.0261901, 282.843
0.0983018, 0.0269405, 282.843
0.100688, 0.0269405, 282.843
0.0851803, 0.0360866, 282.843
0.0945341, 0.0360866, 282.843
0.10254, 0.024819, 282.843
0.10584, 0.024819, 282.843
0.101219, 0.0269685, 282.843
0.0981531, 0.0269685, 282.843
0.0999914, 0.0263181, 282.843
0.100507, 0.0263181, 282.843
0.0685191, 0.0237043, 282.843
0.0981476, 0.0237043, 282.843
0.0987164, 0.0241137, 282.843
0.100385, 0.0241137, 282.843
0.0921264, 0.0290348, 282.843
0.0986307, 0.0290348, 282.843
0.107553, 0.0369232, 282.843
0.102732, 0.0369232, 282.843
0.103781, 0.0355833, 282.843
0.106687, 0.0355833, 282.843
0.100093, 0.029396, 282.843
0.0951448, 0.029396, 282.843
0.0608708, 0.0347629, 282.843
0.102402, 0.0347629, 282.843
0.0976798, 0.0266187, 282.843
0.0721127, 0.0266187, 282.843
0.0643557, 0.0332694, 282.843
0.0945776, 0.0332694, 282.843
0.09441, 0.0284234, 282.843
0.0926839, 0.0284234, 282.843
0.0636524, 0.0218416, 282.843
0.101179, 0.0218416, 282.843
0.0695474, 0.0355273, 282.843
0.0988286, 0.0355273, 282.843
0.0942772, 0.0295884, 282.843
0.0966057, 0.0295884, 282.843
0.095191, 0.031557, 282.843
0.093391, 0.031557, 282.843
0.0504695, 0.0216291, 282.843
0.0991758, 0.0216291, 282.843
0.101217, 0.032346, 282.843
0.071362, 0.032346, 282.843
0.0525795, 0.0291479, 282.843
0.119157, 0.0291479, 282.843
0.100694, 0.0281468, 282.843
0.104216, 0.0281468, 282.843
0.101996, 0.0327136, 282.843
0.0973116, 0.0327136, 282.843
0.101224, 0.0287747, 282.843
0.052402, 0.0287747, 282.843
0.0979539, 0.0376031, 282.843
0.0961562, 0.0376031, 282.843
0.097377, 0.0293424, 282.843
0.100183, 0.0293424, 282.843
0.124177, 0.0366758, 282.843
0.0407958, 0.0366758, 282.843
0.110103, 0.0296156, 282.843
0.110014, 0.0296156, 282.843
0.115259, 0.0306057, 282.843
0.0524465, 0.0306057, 282.843
0.0947336, 0.0274866, 282.843
0.100312, 0.0274866, 282.843
0.0943703, 0.0299505, 282.843
0.0875494, 0.0299505, 282.843
0.0978602, 0.0295571, 282.843
0.0837525, 0.0295571, 282.843
0.097464, 0.0332882, 282.843
0.106214, 0.0332882, 282.843
0.100836, 0.0316046, 282.843
0.0998772, 0.0316046, 282.843
0.0980063, 0.0350867, 282.843
0.0905977, 0.0350867, 282.843
0.0839745, 0.0339367, 282.843
0.0879478, 0.0339367, 282.843
0.0718713, 0.0271085, 282.843
0.0913683, 0.0271085, 282.843
0.120195, 0.0318241, 282.843
0.101465, 0.0318241, 282.843
0.0603536, 0.0346506, 282.843
0.0905499, 0.0346506, 282.843
0.0711169, 0.0283175, 282.843
0.105591, 0.0283175, 282.843
0.106873, 0.0297886, 282.843
0.0966925, 0.0297886, 282.843
0.103014, 0.0267107, 282.843
0.0967025, 0.0267107, 282.843
0.0658439, 0.0281385, 282.843
0.0993054, 0.0281385, 282.843
0.0958641, 0.0274545, 282.843
0.100361, 0.0274545, 282.843
0.0977015, 0.0279763, 282.843
0.094207, 0.0279763, 282.843
0.0637011, 0.0308815, 282.843
0.0963627, 0.0308815, 282.843
0.116604, 0.0291646, 282.843
0.127254, 0.0291646, 282.843
0.0638462, 0.0211768, 282.843
0.0875026, 0.0211768, 282.843
0.090155, 0.0238034, 282.843
0.09131, 0.0238034, 282.843
0.106215, 0.0291891, 282.843
0.11516, 0.0291891, 282.843
0.11183, 0.0263607, 282.843
0.127939, 0.0263607, 282.843
0.104196, 0.0352087, 282.843
0.105958, 0.0352087, 282.843
0.123223, 0.0277506, 282.843
0.0385832, 0.0277506, 282.843
0.0993488, 0.032774, 282.843
0.0915903, 0.032774, 282.843
0.095635, 0.032239, 282.843
0.0978701, 0.032239, 282.843
0.0997286, 0.0308406, 282.843
0.0924665, 0.0308406, 282.843
0.0995263, 0.0298613, 282.843
0.100963, 0.0298613, 282.843
0.101053, 0.0266399, 282.843
0.106438, 0.0266399, 282.843
0.102925, 0.0315404, 282.843
0.0996791, 0.0315404, 282.843
0.118685, 0.029931, 282.843
0.0512044, 0.029931, 282.843
0.101936, 0.0256204, 282.843
0.0990141, 0.0256204, 282.843
0.0798811, 0.0343817, 282.843
