radius, weight, alpha
0.0889186, 0.0239355, 282.843
0.0854543, 0.0239355, 282.843
0.495656, 0.0329969, 282.843
0.0574941, 0.0329969, 282.843
0.224237, 0.027679, 282.843
0.0371588, 0.027679, 282.843
0.0956583, 0.0381989, 282.843
0.0984161, 0.0381989, 282.843
0.288172, 0.0359233, 282.843
0.0457049, 0.0359233, 282.843
0.323757, 0.0312206, 282.843
0.031859, 0.0312206, 282.843
0.155005, 0.0317092, 282.843
0.111949, 0.0317092, 282.843
0.0900403, 0.031044, 282.843
0.0904347, 0.031044, 282.843
0.0779873, 0.027524, 282.843
0.0613111, 0.027524, 282.843
0.0745286, 0.031723, 282.843
0.0699847, 0.031723, 282.843
0.124928, 0.0235217, 282.843
0.0449424, 0.0235217, 282.843
0.094786, 0.0262282, 282.843
0.0745976, 0.0262282, 282.843
0.101875, 0.0304416, 282.843
0.025283, 0.0304416, 282.843
0.0931996, 0.0329354, 282.843
0.0811252, 0.0329354, 282.843
0.088051, 0.0253787, 282.843
0.0324661, 0.0253787, 282.843
0.0910299, 0.0336514, 282.843
0.093698, 0.0336514, 282.843
0.0331458, 0.0307832, 282.843
0.110451, 0.0307832, 282.843
0.0789269, 0.0320198, 282.843
0.112996, 0.0320198, 282.843
0.0643508, 0.0321891, 282.843
0.0841967, 0.0321891, 282.843
0.082694, 0.0235825, 282.843
0.0804304, 0.0235825, 282.843
0.0292331, 0.027739, 282.843
0.122426, 0.027739, 282.843
0.0875165, 0.0205736, 282.843
0.093028, 0.0205736, 282.843
0.0432705, 0.0338623, 282.843
0.118499, 0.0338623, 282.843
0.0681616, 0.0242672, 282.843
0.111094, 0.0242672, 282.843
0.0561912, 0.0225431, 282.843
0.0808466, 0.0225431, 282.843
0.0578539, 0.0285077, 282.843
0.0889627, 0.0285077, 282.843
0.0534928, 0.030317, 282.843
0.11336, 0.030317, 282.843
0.0301617, 0.0277252, 282.843
0.0895955, 0.0277252, 282.843
0.0508688, 0.0348677, 282.843
0.0784685, 0.0348677, 282.843
0.0747228, 0.0227483, 282.843
0.100086, 0.0227483, 282.843
0.025746, 0.0245572, 282.843
0.0876329, 0.0245572, 282.843
0.0436104, 0.024643, 282.843
0.124606, 0.024643, 282.843
0.106025, 0.0269292, 282.843
0.112483, 0.0269292, 282.843
0.0760872, 0.0335462, 282.843
0.0840339, 0.0335462, 282.843
0.086749, 0.025567, 282.843
0.0863101, 0.025567, 282.843
0.0510321, 0.0248588, 282.843
0.0783356, 0.0248588, 282.843
0.116184, 0.0287063, 282.843
0.114665, 0.0287063, 282.843
0.0683845, 0.031066, 282.843
0.0820933, 0.031066, 282.843
0.104992, 0.0242136, 282.843
0.100339, 0.0242136, 282.843
0.0735468, 0.0360516, 282.843
0.104682, 0.0360516, 282.843
0.0847115, 0.0378294, 282.843
0.0826297, 0.0378294, 282.843
0.0654476, 0.0224761, 282.843
0.0711218, 0.0224761, 282.843
0.0814553, 0.025832, 282.843
0.0815784, 0.025832, 282.843
0.0902149, 0.0267332, 282.843
0.0686876, 0.0267332, 282.843
0.086147, 0.0364646, 282.843
0.08377, 0.0364646, 282.843
0.0927786, 0.0306515, 282.843
0.090393, 0.0306515, 282.843
0.0682208, 0.0295113, 282.843
0.0777258, 0.0295113, 282.843
0.0502587, 0.0374938, 282.843
0.0937851, 0.0374938, 282.843
0.0757574, 0.0254844, 282.843
0.0679932, 0.0254844, 282.843
0.0535983, 0.0349977, 282.843
0.102554, 0.0349977, 282.843
0.0824234, 0.0285461, 282.843
0.081619, 0.0285461, 282.843
0.0774025, 0.0283906, 282.843
0.113164, 0.0283906, 282.843
0.0690799, 0.023102, 282.843
0.0761965, 0.023102, 282.843
0.07456, 0.0307861, 282.843
0.0808661, 0.0307861, 282.843
0.0839284, 0.0365486, 282.843
0.0900741, 0.0365486, 282.843
0.0667479, 0.0287275, 282.843
0.0847429, 0.0287275, 282.843
0.0351219, 0.0274664, 282.843
0.117372, 0.0274664, 282.843
0.0832482, 0.0225964, 282.843
0.0927761, 0.0225964, 282.843
0.11172, 0.0281707, 282.843
0.0628519, 0.0281707, 282.843
0.0251881, 0.0272839, 282.843
0.1239, 0.0272839, 282.843
0.116688, 0.0284301, 282.843
0.112428, 0.0284301, 282.843
0.0847542, 0.0335287, 282.843
0.0900767, 0.0335287, 282.843
0.109884, 0.0338478, 282.843
0.0628857, 0.0338478, 282.843
0.0928735, 0.0374726, 282.843
0.0923102, 0.0374726, 282.843
0.109732, 0.0226868, 282.843
0.030698, 0.0226868, 282.843
0.108751, 0.0255119, 282.843
0.110007, 0.0255119, 282.843
0.0915545, 0.031587, 282.843
0.085793, 0.031587, 282.843
0.148167, 0.0332115, 282.843
0.0292746, 0.0332115, 282.843
0.110091, 0.0312639, 282.843
0.112829, 0.0312639, 282.843
0.11514, 0.0258912, 282.843
0.0463616, 0.0258912, 282.843
0.0755007, 0.0256339, 282.843
0.0811344, 0.0256339, 282.843
0.0743107, 0.0317233, 282.843
0.0723546, 0.0317233, 282.843
0.131387, 0.0237851, 282.843
0.0508658, 0.0237851, 282.843
0.0953219, 0.0343906, 282.843
0.0918375, 0.0343906, 282.843
0.0754994, 0.0319179, 282.843
0.076519, 0.0319179, 282.843
0.0941271, 0.0365185, 282.843
0.0897333, 0.0365185, 282.843
0.0795818, 0.0332158, 282.843
0.0781568, 0.0332158, 282.843
0.0597989, 0.0288604, 282.843
0.0985794, 0.0288604, 282.843
0.0922086, 0.0286712, 282.843
0.0977301, 0.0286712, 282.843
0.0477424, 0.0242606, 282.843
0.0844557, 0.0242606, 282.843
0.0708756, 0.0320237, 282.843
0.0933764, 0.0320237, 282.843
0.0951796, 0.0264002, 282.843
0.107, 0.0264002, 282.843
0.0958726, 0.0291735, 282.843
0.0968062, 0.0291735, 282.843
0.0855495, 0.0287341, 282.843
0.107653, 0.0287341, 282.843
0.0944949, 0.0263653, 282.843
0.090243, 0.0263653, 282.843
0.0535851, 0.0236617, 282.843
0.0977577, 0.0236617, 282.843
0.0807109, 0.0280158, 282.843
0.0863574, 0.0280158, 282.843
0.0478644, 0.0263065, 282.843
0.0921741, 0.0263065, 282.843
0.0944794, 0.0231469, 282.843
0.0909112, 0.0231469, 282.843
0.0623546, 0.0316652, 282.843
0.0893755, 0.0316652, 282.843
0.0938522, 0.0295917, 282.843
0.114139, 0.0295917, 282.843
0.0703249, 0.0246715, 282.843
0.077905, 0.0246715, 282.843
0.0909986, 0.0239658, 282.843
0.096096, 0.0239658, 282.843
0.0991853, 0.0300448, 282.843
0.107367, 0.0300448, 282.843
0.102009, 0.0265129, 282.843
0.102855, 0.0265129, 282.843
0.0918445, 0.035368, 282.843
0.090975, 0.035368, 282.843
0.110979, 0.0260835, 282.843
0.086223, 0.0260835, 282.843
0.0890822, 0.0295476, 282.843
0.0611653, 0.0295476, 282.843
0.0765475, 0.0328212, 282.843
0.0800247, 0.0328212, 282.843
0.074541, 0.0306066, 282.843
0.075016, 0.0306066, 282.843
0.107804, 0.0296652, 282.843
0.11597, 0.0296652, 282.843
0.102108, 0.0262341, 282.843
0.108008, 0.0262341, 282.843
0.0867245, 0.0314768, 282.843
0.0869978, 0.0314768, 282.843
0.160727, 0.0378911, 282.843
0.0825432, 0.0378911, 282.843
0.148712, 0.0331256, 282.843
0.0299579, 0.0331256, 282.843
0.0750241, 0.0286052, 282.843
0.0654448, 0.0286052, 282.843
0.276147, 0.0307868, 282.843
0.0397884, 0.0307868, 282.843
0.0955713, 0.032278, 282.843
0.11415, 0.032278, 282.843
0.108997, 0.0288614, 282.843
0.101077, 0.0288614, 282.843
0.0854265, 0.0254525, 282.843
0.0514323, 0.0254525, 282.843
0.135907, 0.0261071, 282.843
0.0295042, 0.0261071, 282.843
0.102092, 0.0246279, 282.843
0.0599076, 0.0246279, 282.843
0.237789, 0.0318351, 282.843
0.0432765, 0.0318351, 282.843
0.0772082, 0.0298352, 282.843
0.077409, 0.0298352, 282.843
0.0712232, 0.0333196, 282.843
0.0690738, 0.0333196, 282.843
0.105574, 0.0361381, 282.843
0.061125, 0.0361381, 282.843
0.0750361, 0.0245388, 282.843
