radius, weight, alpha
0.0974761, 0.0236366, 282.843
0.0958207, 0.0236366, 282.843
0.103363, 0.0272816, 282.843
0.0908879, 0.0272816, 282.843
0.103445, 0.0333147, 282.843
0.103556, 0.0333147, 282.843
0.103325, 0.0291247, 282.843
0.10641, 0.0291247, 282.843
0.105685, 0.0270218, 282.843
0.074636, 0.0270218, 282.843
0.100133, 0.0294345, 282.843
0.10474, 0.0294345, 282.843
0.103212, 0.031123, 282.843
0.0978368, 0.031123, 282.843
0.0918879, 0.0257538, 282.843
0.0723565, 0.0257538, 282.843
0.106587, 0.027229, 282.843
0.0935195, 0.027229, 282.843
0.104494, 0.0263892, 282.843
0.101153, 0.0263892, 282.843
0.118978, 0.035159, 282.843
0.0430918, 0.035159, 282.843
0.0999497, 0.0216815, 282.843
0.101103, 0.0216815, 282.843
0.101769, 0.0322869, 282.843
0.0947441, 0.0322869, 282.843
0.0334333, 0.0268963, 282.843
0.112775, 0.0268963, 282.843
0.0933994, 0.0304513, 282.843
0.0994502, 0.0304513, 282.843
0.0421044, 0.0338655, 282.843
0.114871, 0.0338655, 282.843
0.0652928, 0.027399, 282.843
0.0993144, 0.027399, 282.843
0.0655394, 0.0270105, 282.843
0.0980394, 0.0270105, 282.843
0.0533292, 0.0254081, 282.843
0.110604, 0.0254081, 282.843
0.0778332, 0.029189, 282.843
0.103303, 0.029189, 282.843
0.0475191, 0.0375402, 282.843
0.122175, 0.0375402, 282.843
0.103889, 0.0307054, 282.843
0.0973173, 0.0307054, 282.843
0.0742966, 0.0210348, 282.843
0.0958049, 0.0210348, 282.843
0.0552143, 0.024174, 282.843
0.107459, 0.024174, 282.843
0.0952988, 0.0268126, 282.843
0.101029, 0.0268126, 282.843
0.0939417, 0.03608, 282.843
0.116156, 0.03608, 282.843
0.102947, 0.0246146, 282.843
0.104699, 0.0246146, 282.843
0.102319, 0.0269144, 282.843
0.101244, 0.0269144, 282.843
0.103899, 0.0244751, 282.843
0.0594616, 0.0244751, 282.843
0.0745764, 0.0281806, 282.843
0.096829, 0.0281806, 282.843
0.0973243, 0.0242236, 282.843
0.0992969, 0.0242236, 282.843
0.0760587, 0.0271086, 282.843
0.099779, 0.0271086, 282.843
0.110636, 0.0364318, 282.843
0.107125, 0.0364318, 282.843
0.103269, 0.0349189, 282.843
0.10485, 0.0349189, 282.843
0.105953, 0.0291048, 282.843
0.115599, 0.0291048, 282.843
0.0584656, 0.0303582, 282.843
0.103878, 0.0303582, 282.843
0.114145, 0.0217506, 282.843
0.042876, 0.0217506, 282.843
0.0714732, 0.0358981, 282.843
0.099026, 0.0358981, 282.843
0.0962285, 0.0287622, 282.843
0.0942385, 0.0287622, 282.843
0.0969189, 0.0307809, 282.843
0.100659, 0.0307809, 282.843
0.0737347, 0.0298186, 282.843
0.101504, 0.0298186, 282.843
0.0906687, 0.0282425, 282.843
0.0974628, 0.0282425, 282.843
0.0549478, 0.0293156, 282.843
0.107293, 0.0293156, 282.843
0.103134, 0.0292503, 282.843
0.0728395, 0.0292503, 282.843
0.0658789, 0.0309639, 282.843
0.0969771, 0.0309639, 282.843
0.108288, 0.0260301, 282.843
0.102325, 0.0260301, 282.843
0.102142, 0.0320564, 282.843
0.0985754, 0.0320564, 282.843
0.100166, 0.0290202, 282.843
0.0541968, 0.0290202, 282.843
0.102927, 0.0375021, 282.843
0.0995112, 0.0375021, 282.843
0.103639, 0.0286158, 282.843
0.106374, 0.0286158, 282.843
0.106969, 0.0245746, 282.843
0.0633605, 0.0245746, 282.843
0.101726, 0.0303752, 282.843
0.104276, 0.0303752, 282.843
0.104241, 0.0293644, 282.843
0.0359802, 0.0293644, 282.843
0.0877098, 0.0269779, 282.843
0.0934468, 0.0269779, 282.843
0.0972541, 0.0285317, 282.843
0.0885499, 0.0285317, 282.843
0.0979335, 0.0295818, 282.843
0.0878757, 0.0295818, 282.843
0.0655604, 0.0325826, 282.843
0.0985548, 0.0325826, 282.843
0.101208, 0.0313729, 282.843
0.101579, 0.0313729, 282.843
0.102402, 0.0347475, 282.843
0.0987844, 0.0347475, 282.843
0.0883741, 0.0376878, 282.843
0.0898043, 0.0376878, 282.843
0.0811905, 0.0240173, 282.843
0.092882, 0.0240173, 282.843
0.110265, 0.0311672, 282.843
0.099938, 0.0311672, 282.843
0.0534633, 0.0267792, 282.843
0.101819, 0.0267792, 282.843
0.0751803, 0.030438, 282.843
0.104538, 0.030438, 282.843
0.105305, 0.028916, 282.843
0.0980836, 0.028916, 282.843
0.107483, 0.0265866, 282.843
0.101717, 0.0265866, 282.843
0.0636307, 0.0260577, 282.843
0.09686, 0.0260577, 282.843
0.0979048, 0.0268399, 282.843
0.100882, 0.0268399, 282.843
0.0965289, 0.0279261, 282.843
0.0942981, 0.0279261, 282.843
0.0620005, 0.0261332, 282.843
0.102537, 0.0261332, 282.843
0.112651, 0.029158, 282.843
0.115849, 0.029158, 282.843
0.0949288, 0.0258628, 282.843
0.0943699, 0.0258628, 282.843
0.105565, 0.0282016, 282.843
0.115958, 0.0282016, 282.843
0.107768, 0.027036, 282.843
0.106184, 0.027036, 282.843
0.103693, 0.0350725, 282.843
0.104679, 0.0350725, 282.843
0.114007, 0.0334523, 282.843
0.041142, 0.0334523, 282.843
0.0996941, 0.0325981, 282.843
0.0935261, 0.0325981, 282.843
0.0957451, 0.0319237, 282.843
0.100322, 0.0319237, 282.843
0.104436, 0.0304141, 282.843
0.0978309, 0.0304141, 282.843
0.105729, 0.0276694, 282.843
0.105177, 0.0276694, 282.843
0.0997755, 0.0271858, 282.843
0.102433, 0.0271858, 282.843
0.103348, 0.0311451, 282.843
0.0963297, 0.0311451, 282.843
0.105398, 0.0242878, 282.843
0.122532, 0.0242878, 282.843
0.101388, 0.0252957, 282.843
0.0996192, 0.0252957, 282.843
0.0855168, 0.0305081, 282.843
0.0895493, 0.0305081, 282.843
0.101873, 0.0322947, 282.843
0.104219, 0.0322947, 282.843
0.100087, 0.0276714, 282.843
0.0925951, 0.0276714, 282.843
0.0999983, 0.0323649, 282.843
0.0969975, 0.0323649, 282.843
0.105503, 0.0330781, 282.843
0.05354, 0.0330781, 282.843
0.115875, 0.0241136, 282.843
0.0440367, 0.0241136, 282.843
0.0656801, 0.0264661, 282.843
0.0934054, 0.0264661, 282.843
0.0950687, 0.0299497, 282.843
0.0909856, 0.0299497, 282.843
0.092552, 0.0254525, 282.843
0.0794831, 0.0254525, 282.843
0.103394, 0.0285826, 282.843
0.118343, 0.0285826, 282.843
0.100998, 0.0241186, 282.843
0.109024, 0.0241186, 282.843
0.101842, 0.0325127, 282.843
0.0957865, 0.0325127, 282.843
0.033352, 0.028321, 282.843
0.118265, 0.028321, 282.843
0.0863012, 0.0238669, 282.843
0.0800293, 0.0238669, 282.843
0.0891103, 0.0288405, 282.843
0.0987396, 0.0288405, 282.843
0.0783373, 0.0324345, 282.843
0.090888, 0.0324345, 282.843
0.0684653, 0.0248657, 282.843
0.0933949, 0.0248657, 282.843
0.102812, 0.0350825, 282.843
0.100991, 0.0350825, 282.843
0.102712, 0.027467, 282.843
0.100819, 0.027467, 282.843
0.116864, 0.0250277, 282.843
0.0993941, 0.0250277, 282.843
0.105939, 0.0266318, 282.843
0.100178, 0.0266318, 282.843
0.102722, 0.0349285, 282.843
0.0981289, 0.0349285, 282.843
0.109274, 0.0351994, 282.843
0.111743, 0.0351994, 282.843
0.0788064, 0.0289667, 282.843
0.101932, 0.0289667, 282.843
0.100213, 0.0215693, 282.843
0.102461, 0.0215693, 282.843
0.10823, 0.025335, 282.843
0.101443, 0.025335, 282.843
0.112179, 0.0260061, 282.843
0.0990989, 0.0260061, 282.843
0.0586158, 0.0298916, 282.843
0.0951449, 0.0298916, 282.843
0.0963328, 0.0231159, 282.843
0.0953401, 0.0231159, 282.843
0.0762526, 0.0309252, 282.843
0.0994609, 0.0309252, 282.843
0.116024, 0.0296988, 282.843
0.12481, 0.0296988, 282.843
0.0698213, 0.025066, 282.843
0.0902202, 0.025066, 282.843
0.104878, 0.0279801, 282.843
0.114732, 0.0279801, 282.843
0.107402, 0.0320434, 282.843
0.120022, 0.0320434, 282.843
0.117621, 0.0355438, 282.843
0.0422829, 0.0355438, 282.843
0.0765807, 0.0371945, 282.843
0.101619, 0.0371945, 282.843
0.0994517, 0.025467, 282.843
0.0962178, 0.025467, 282.843
0.106529, 0.0258335, 282.843
0.100462, 0.0258335, 282.843
0.0935199, 0.0336623, 282.843
0.0997117, 0.0336623, 282.843
0.114936, 0.0368997, 282.843
0.100005, 0.0368997, 282.843
0.0729717, 0.0279554, 282.843
0.100179, 0.0279554, 282.843
0.089412, 0.0301876, 282.843
0.0954586, 0.0301876, 282.843
0.106846, 0.0307338, 282.843
0.0977182, 0.0307338, 282.843
0.090978, 0.0345762, 282.843
0.095516, 0.0345762, 282.843
0.101912, 0.0282294, 282.843
0.0991716, 0.0282294, 282.843
0.104917, 0.0379996, 282.843
0.107336, 0.0379996, 282.843
0.101926, 0.0388857, 282.843
0.100079, 0.0388857, 282.843
0.121568, 0.0294114, 282.843
0.108177, 0.0294114, 282.843
0.10489, 0.0246175, 282.843
0.107278, 0.0246175, 282.843
0.1023, 0.025494, 282.843
0.102701, 0.025494, 282.843
0.0852179, 0.0266142, 282.843
0.0998904, 0.0266142, 282.843
0.100971, 0.0294282, 282.843
0.123197, 0.0294282, 282.843
0.0458349, 0.0226826, 282.843
0.120845, 0.0226826, 282.843
0.102668, 0.0353214, 282.843
0.0969992, 0.0353214, 282.843
0.0918892, 0.0257524, 282.843
0.0939525, 0.0257524, 282.843
0.101972, 0.0357975, 282.843
0.101525, 0.0357975, 282.843
0.103826, 0.0273845, 282.843
0.10336, 0.0273845, 282.843
0.0931537, 0.0363856, 282.843
0.0916894, 0.0363856, 282.843
0.088395, 0.0254795, 282.843
0.0945816, 0.0254795, 282.843
0.0886685, 0.0266423, 282.843
0.10101, 0.0266423, 282.843
0.0610819, 0.0249077, 282.843
0.095448, 0.0249077, 282.843
0.0551305, 0.0308398, 282.843
0.11503, 0.0308398, 282.843
0.102949, 0.0282525, 282.843
0.0982995, 0.0282525, 282.843
0.0977088, 0.0298895, 282.843
0.101582, 0.0298895, 282.843
0.104671, 0.0285042, 282.843
