radius, weight, alpha
0.0986387, 0.0236761, 282.843
0.096892, 0.0236761, 282.843
0.111631, 0.0250263, 282.843
0.0483551, 0.0250263, 282.843
0.101947, 0.0334545, 282.843
0.103173, 0.0334545, 282.843
0.104299, 0.038745, 282.843
0.10986, 0.038745, 282.843
0.0943757, 0.0262726, 282.843
0.0715623, 0.0262726, 282.843
0.0975172, 0.0365604, 282.843
0.0677585, 0.0365604, 282.843
0.0989172, 0.0303453, 282.843
0.100465, 0.0303453, 282.843
0.103722, 0.030901, 282.843
0.0987701, 0.030901, 282.843
0.0906484, 0.0255673, 282.843
0.0783828, 0.0255673, 282.843
0.121268, 0.0259112, 282.843
0.107357, 0.0259112, 282.843
0.102533, 0.0262004, 282.843
0.111715, 0.0262004, 282.843
0.087561, 0.021363, 282.843
0.106066, 0.021363, 282.843
0.117483, 0.0319052, 282.843
0.0441803, 0.0319052, 282.843
0.100325, 0.0217334, 282.843
0.102142, 0.0217334, 282.843
0.102295, 0.0326491, 282.843
0.0930546, 0.0326491, 282.843
0.0337761, 0.03078, 282.843
0.112484, 0.03078, 282.843
0.089923, 0.0307864, 282.843
0.0992556, 0.0307864, 282.843
0.0385337, 0.0257014, 282.843
0.127215, 0.0257014, 282.843
0.0574811, 0.0217265, 282.843
0.0979876, 0.0217265, 282.843
0.0581272, 0.0260069, 282.843
0.0997661, 0.0260069, 282.843
0.0436034, 0.0295648, 282.843
0.120647, 0.0295648, 282.843
0.0882129, 0.0337143, 282.843
0.100163, 0.0337143, 282.843
0.0443061, 0.0296253, 282.843
0.10371, 0.0296253, 282.843
0.0494283, 0.0319039, 282.843
0.118634, 0.0319039, 282.843
0.106545, 0.0298622, 282.843
0.0972556, 0.0298622, 282.843
0.0845282, 0.0212641, 282.843
0.108132, 0.0212641, 282.843
0.0431171, 0.0236207, 282.843
0.114129, 0.0236207, 282.843
0.095931, 0.0268069, 282.843
0.0992672, 0.0268069, 282.843
0.086859, 0.0366722, 282.843
0.101633, 0.0366722, 282.843
0.104216, 0.0247302, 282.843
0.105467, 0.0247302, 282.843
0.10149, 0.0269857, 282.843
0.0988724, 0.0269857, 282.843
0.1038, 0.0247347, 282.843
0.0980534, 0.0247347, 282.843
0.0704938, 0.024923, 282.843
0.0970969, 0.024923, 282.843
0.0981827, 0.0241123, 282.843
0.100478, 0.0241123, 282.843
0.0828832, 0.0273284, 282.843
0.102442, 0.0273284, 282.843
0.107495, 0.0367689, 282.843
0.105222, 0.0367689, 282.843
0.104581, 0.0353646, 282.843
0.106136, 0.0353646, 282.843
0.102751, 0.0294052, 282.843
0.10053, 0.0294052, 282.843
0.0600322, 0.0345938, 282.843
0.102668, 0.0345938, 282.843
0.0985253, 0.0272881, 282.843
0.0601291, 0.0272881, 282.843
0.066815, 0.0328607, 282.843
0.0979792, 0.0328607, 282.843
0.0955916, 0.0285313, 282.843
0.093664, 0.0285313, 282.843
